Name	ORF	Link	Annotation	Growth Rate Slope	Bootstrapped p-value of slope	R^2	Growth Rate Response @1.5SD	ESR	Calibration gene?	Bootstrapped p-value of R^2	p-value of R^2	Growth Rate Baseline	Variability	Bootstrapped p-value of variability	Unresponsive?
SWC4	YGR002C	YGR002C	chromatin remodeling* || DNA binding || YGR002C || 1082085	-1.31	3.40E-01	0.27				1.55E-03	1.14E-03	0.11	0.16	0.00E+00	yes
WHI2	YOR043W	YOR043W	endocytosis* || phosphatase activator activity || YOR043W || 1086739	-1.31	3.42E-01	0.17				1.80E-02	1.18E-02	0.47	0.22	1.00E-04	
YIP3	YNL044W	YNL044W	ER to Golgi transport || molecular function unknown || YNL044W || 1084944	-1.31	3.42E-01	0.03				3.63E-01	3.12E-01	0.49	0.47	6.82E-01	
YIL176C	YIL176C	YIL176C	biological process unknown || molecular function unknown || YIL176C || 1080636	-1.31	3.42E-01	0.05				2.32E-01	1.85E-01	0.31	0.44	5.74E-01	
UBP7	YIL156W	YIL156W	protein deubiquitination || ubiquitin-specific protease activity || YIL156W || 1084886	-1.31	3.42E-01	0.08				1.35E-01	1.02E-01	0.28	0.27	5.80E-03	
TDH1	YJL052W	YJL052W	glycolysis* || glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity || YJL052W || 1082564	-1.31	3.43E-01	0.01				5.68E-01	5.21E-01	0.04	0.78	9.99E-01	
YKL105C	YKL105C	YKL105C	biological process unknown || molecular function unknown || YKL105C || 1083270	-1.31	3.43E-01	0.11				6.66E-02	4.71E-02	0.00	0.26	3.50E-03	
YGR137W	YGR137W	YGR137W	|| || YGR137W || 1083574	-1.30	3.44E-01	0.08				1.29E-01	9.71E-02	0.52	0.28	1.09E-02	
APJ1	YNL077W	YNL077W	biological process unknown || unfolded protein binding || YNL077W || 1084568	-1.30	3.45E-01	0.13				4.21E-02	2.87E-02	0.46	0.24	1.10E-03	
YNL011C	YNL011C	YNL011C	biological process unknown || molecular function unknown || YNL011C || 1083727	-1.30	3.45E-01	0.16				2.11E-02	1.42E-02	0.43	0.20	0.00E+00	yes
UBA1	YKL210W	YKL210W	ubiquitin cycle || ubiquitin activating enzyme activity || YKL210W || 1084681	-1.30	3.45E-01	0.20				9.21E-03	6.09E-03	0.28	0.21	1.00E-04	
YDR034C-A	YDR034C-A	YDR034C-A	biological process unknown || molecular function unknown || YDR034C-A || 1085340	-1.30	3.46E-01	0.07				1.68E-01	1.30E-01	0.34	0.28	8.70E-03	
LCB5	YLR260W	YLR260W	response to heat* || D-erythro-sphingosine kinase activity || YLR260W || 1084764	-1.30	3.47E-01	0.23				4.18E-03	2.78E-03	0.48	0.19	0.00E+00	yes
EXO1	YOR033C	YOR033C	mismatch repair || 5'-flap endonuclease activity* || YOR033C || 1085058	-1.30	3.47E-01	0.11				6.24E-02	4.41E-02	0.42	0.24	9.00E-04	
KCC4	YCL024W	YCL024W	protein amino acid phosphorylation* || protein kinase activity || YCL024W || 1082632	-1.29	3.47E-01	0.11				6.96E-02	4.95E-02	0.17	0.24	9.00E-04	
YDR291W	YDR291W	YDR291W	biological process unknown || helicase activity || YDR291W || 1080686	-1.29	3.48E-01	0.27				1.66E-03	1.19E-03	0.34	0.17	0.00E+00	yes
YNL217W	YNL217W	YNL217W	biological process unknown || phosphoric monoester hydrolase activity || YNL217W || 1083337	-1.29	3.48E-01	0.03				3.63E-01	3.11E-01	0.74	0.50	7.85E-01	
YOL159C	YOL159C	YOL159C	biological process unknown || molecular function unknown || YOL159C || 1082321	-1.29	3.49E-01	0.14				3.91E-02	2.66E-02	0.60	0.25	2.30E-03	
SEC17	YBL050W	YBL050W	ER to Golgi transport* || soluble NSF attachment protein activity || YBL050W || 1083953	-1.29	3.50E-01	0.17				1.92E-02	1.28E-02	0.54	0.22	2.00E-04	
TRP1	YDR007W	YDR007W	tryptophan biosynthesis* || phosphoribosylanthranilate isomerase activity || YDR007W || 1082830	-1.29	3.51E-01	0.18				1.42E-02	9.22E-03	0.62	0.21	0.00E+00	yes
SOV1	YMR066W	YMR066W	biological process unknown || molecular function unknown || YMR066W || 1083811	-1.29	3.51E-01	0.20				9.01E-03	5.98E-03	0.14	0.20	0.00E+00	yes
LUC7	YDL087C	YDL087C	mRNA splice site selection || mRNA binding || YDL087C || 1086110	-1.28	3.51E-01	0.13				4.53E-02	3.14E-02	0.31	0.23	4.00E-04	
RGT1	YKL038W	YKL038W	glucose metabolism* || DNA binding* || YKL038W || 1086872	-1.28	3.51E-01	0.12				6.00E-02	4.24E-02	0.05	0.24	9.00E-04	
YDR219C	YDR219C	YDR219C	ubiquitin-dependent protein catabolism || protein binding || YDR219C || 1081887	-1.28	3.51E-01	0.08				1.15E-01	8.57E-02	0.49	0.29	1.86E-02	
YOL070C	YOL070C	YOL070C	biological process unknown || molecular function unknown || YOL070C || 1082054	-1.28	3.51E-01	0.07				1.51E-01	1.15E-01	0.09	0.25	2.20E-03	
PRP9	YDL030W	YDL030W	"nuclear mRNA splicing, via spliceosome || RNA binding || YDL030W || 1083198"	-1.28	3.53E-01	0.28				1.36E-03	9.81E-04	0.32	0.15	0.00E+00	yes
NIT2	YJL126W	YJL126W	"biological process unknown || hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds || YJL126W || 1085034"	-1.28	3.53E-01	0.15				3.25E-02	2.17E-02	0.24	0.19	0.00E+00	yes
YGR201C	YGR201C	YGR201C	biological process unknown || molecular function unknown || YGR201C || 1084809	-1.28	3.53E-01	0.06		up		1.73E-01	1.34E-01	0.30	0.29	1.85E-02	
SMC4	YLR086W	YLR086W	mitotic sister chromatid segregation* || ATPase activity* || YLR086W || 1085751	-1.28	3.53E-01	0.22				6.41E-03	4.24E-03	0.35	0.18	0.00E+00	yes
THI6	YPL214C	YPL214C	thiamin biosynthesis || hydroxyethylthiazole kinase activity* || YPL214C || 1083959	-1.28	3.54E-01	0.19				1.36E-02	8.75E-03	0.55	0.18	0.00E+00	yes
CBF1	YJR060W	YJR060W	chromatin assembly or disassembly* || DNA binding* || YJR060W || 1084904	-1.28	3.54E-01	0.10				8.06E-02	5.77E-02	0.28	0.27	6.00E-03	
ISR1	YPR106W	YPR106W	biological process unknown || protein kinase activity || YPR106W || 1084051	-1.28	3.54E-01	0.05				2.63E-01	2.13E-01	0.43	0.39	2.96E-01	
CKI1	YLR133W	YLR133W	phosphatidylcholine biosynthesis || choline kinase activity || YLR133W || 1086672	-1.28	3.54E-01	0.05				2.26E-01	1.81E-01	0.33	0.35	1.49E-01	
ZRG8	YER033C	YER033C	biological process unknown || molecular function unknown || YER033C || 1080666	-1.28	3.54E-01	0.13				4.13E-02	2.82E-02	0.47	0.24	8.00E-04	
CHA4	YLR098C	YLR098C	"regulation of transcription, DNA-dependent* || transcription factor activity || YLR098C || 1084383"	-1.27	3.55E-01	0.21				6.72E-03	4.40E-03	0.29	0.19	0.00E+00	yes
HNT3	YOR258W	YOR258W	biological process unknown || molecular function unknown || YOR258W || 1086089	-1.27	3.57E-01	0.10				8.22E-02	5.90E-02	0.58	0.25	2.60E-03	
ENT3	YJR125C	YJR125C	endocytosis* || protein binding || YJR125C || 1085236	-1.27	3.57E-01	0.21				7.56E-03	5.04E-03	0.44	0.17	0.00E+00	yes
CWC25	YNL245C	YNL245C	"nuclear mRNA splicing, via spliceosome || molecular function unknown || YNL245C || 1080993"	-1.27	3.58E-01	0.11				7.45E-02	5.31E-02	0.30	0.27	5.70E-03	
CSI1	YMR025W	YMR025W	adaptation to pheromone during conjugation with cellular fusion* || molecular function unknown || YMR025W || 1083021	-1.27	3.58E-01	0.13				4.49E-02	3.11E-02	0.60	0.24	1.10E-03	
YBR012C	YBR012C	YBR012C	|| || YBR012C || 1084609	-1.26	3.58E-01	0.06				2.04E-01	1.60E-01	0.20	0.34	1.16E-01	
RAD1	YPL022W	YPL022W	DNA recombination* || single-stranded DNA specific endodeoxyribonuclease activity || YPL022W || 1084461	-1.26	3.59E-01	0.25				3.01E-03	2.05E-03	0.26	0.18	0.00E+00	yes
MUD2	YKL074C	YKL074C	"U2-type nuclear mRNA branch site recognition || RNA splicing factor activity, transesterification mechanism* || YKL074C || 1083859"	-1.26	3.59E-01	0.10				7.59E-02	5.41E-02	0.50	0.25	1.90E-03	
REC107	YJR021C	YJR021C	meiotic recombination || molecular function unknown || YJR021C || 1086766	-1.26	3.59E-01	0.10				8.97E-02	6.47E-02	0.21	0.23	4.00E-04	
PAU2	YEL049W	YEL049W	biological process unknown || molecular function unknown || YEL049W || 1085127	-1.26	3.60E-01	0.09				9.65E-02	7.04E-02	0.16	0.31	4.03E-02	
ALR1	YOL130W	YOL130W	"magnesium ion transport* || di-, tri-valent inorganic cation transporter activity || YOL130W || 1086809"	-1.26	3.60E-01	0.04				2.81E-01	2.31E-01	0.52	0.42	4.52E-01	
YOR292C	YOR292C	YOR292C	biological process unknown || molecular function unknown || YOR292C || 1081252	-1.26	3.60E-01	0.21				7.19E-03	4.75E-03	0.52	0.17	0.00E+00	yes
AAD14	YNL331C	YNL331C	aldehyde metabolism || aryl-alcohol dehydrogenase activity || YNL331C || 1083687	-1.26	3.61E-01	0.07				1.72E-01	1.33E-01	0.15	0.31	3.77E-02	
VPS63	YLR261C	YLR261C	|| || YLR261C || 1085398	-1.26	3.61E-01	0.09				1.01E-01	7.43E-02	0.60	0.29	1.71E-02	
VPS71	YML041C	YML041C	protein-vacuolar targeting* || molecular function unknown || YML041C || 1086602	-1.26	3.61E-01	0.19				1.31E-02	8.48E-03	0.53	0.19	0.00E+00	yes
SML1	YML058W	YML058W	mitochondrion organization and biogenesis* || enzyme inhibitor activity || YML058W || 1085716	-1.25	3.62E-01	0.04				2.97E-01	2.47E-01	0.26	0.44	5.54E-01	
BNR1	YIL159W	YIL159W	actin filament organization* || cytoskeletal protein binding || YIL159W || 1081301	-1.25	3.62E-01	0.09				9.85E-02	7.22E-02	0.41	0.28	1.03E-02	
DAL82	YNL314W	YNL314W	transcription initiation from RNA polymerase II promoter* || transcriptional activator activity || YNL314W || 1086810	-1.25	3.64E-01	0.21				7.10E-03	4.70E-03	0.52	0.18	0.00E+00	yes
YLL064C	YLL064C	YLL064C	biological process unknown || molecular function unknown || YLL064C || 1084406	-1.25	3.64E-01	0.05				2.23E-01	1.78E-01	0.38	0.42	4.52E-01	
UMP1	YBR173C	YBR173C	ubiquitin-dependent protein catabolism* || proteasome activator activity || YBR173C || 1085796	-1.25	3.64E-01	0.25				2.68E-03	1.80E-03	0.35	0.17	0.00E+00	yes
FIN1	YDR130C	YDR130C	biological process unknown || protein binding || YDR130C || 1084476	-1.25	3.64E-01	0.15				3.21E-02	2.14E-02	0.53	0.23	5.00E-04	
EHT1	YBR177C	YBR177C	lipid metabolism || serine hydrolase activity || YBR177C || 1084167	-1.25	3.66E-01	0.11				6.20E-02	4.39E-02	0.34	0.23	4.00E-04	
YDR031W	YDR031W	YDR031W	biological process unknown || molecular function unknown || YDR031W || 1081392	-1.25	3.66E-01	0.07				1.46E-01	1.12E-01	0.37	0.32	5.15E-02	
STE7	YDL159W	YDL159W	protein amino acid phosphorylation* || MAP kinase kinase activity || YDL159W || 1084262	-1.24	3.66E-01	0.19				1.22E-02	8.01E-03	0.23	0.19	0.00E+00	yes
YFR044C	YFR044C	YFR044C	biological process unknown || molecular function unknown || YFR044C || 1081222	-1.24	3.66E-01	0.03				3.64E-01	3.13E-01	-0.04	0.44	5.60E-01	
ECM10	YEL030W	YEL030W	protein-mitochondrial targeting* || molecular function unknown || YEL030W || 1085232	-1.24	3.66E-01	0.10				8.59E-02	6.18E-02	0.28	0.28	9.20E-03	
HIS7	YBR248C	YBR248C	histidine biosynthesis* || imidazoleglycerol phosphate synthase activity || YBR248C || 1081641	-1.24	3.67E-01	0.07				1.51E-01	1.15E-01	0.36	0.31	3.82E-02	
PHO80	YOL001W	YOL001W	regulation of phosphate metabolism || cyclin-dependent protein kinase regulator activity || YOL001W || 1084686	-1.24	3.68E-01	0.23				4.70E-03	3.12E-03	0.38	0.16	0.00E+00	yes
GOS1	YHL031C	YHL031C	vesicle fusion* || v-SNARE activity || YHL031C || 1085784	-1.24	3.68E-01	0.09				9.93E-02	7.27E-02	-0.05	0.27	5.20E-03	
PAC2	YER007W	YER007W	post-chaperonin tubulin folding pathway* || alpha-tubulin binding || YER007W || 1080894	-1.24	3.68E-01	0.21				7.44E-03	4.97E-03	0.31	0.18	0.00E+00	yes
YBR063C	YBR063C	YBR063C	biological process unknown || molecular function unknown || YBR063C || 1084592	-1.24	3.69E-01	0.21				7.14E-03	4.72E-03	0.38	0.18	0.00E+00	yes
PET130	YJL023C	YJL023C	biological process unknown || molecular function unknown || YJL023C || 1085754	-1.24	3.69E-01	0.15				2.98E-02	1.99E-02	0.43	0.21	1.00E-04	
CFD1	YIL003W	YIL003W	iron-sulfur cluster assembly || ATPase activity || YIL003W || 1085411	-1.24	3.69E-01	0.11				7.34E-02	5.23E-02	0.35	0.23	5.00E-04	
YBR147W	YBR147W	YBR147W	biological process unknown || molecular function unknown || YBR147W || 1081408	-1.23	3.70E-01	0.03				3.93E-01	3.41E-01	0.06	0.52	8.51E-01	
YIL083C	YIL083C	YIL083C	coenzyme A biosynthesis || phosphopantothenate-cysteine ligase activity || YIL083C || 1082636	-1.23	3.70E-01	0.08				1.34E-01	1.01E-01	0.27	0.34	9.10E-02	
KHA1	YJL094C	YJL094C	monovalent inorganic cation transport || potassium:hydrogen antiporter activity || YJL094C || 1086086	-1.23	3.70E-01	0.11				6.89E-02	4.90E-02	0.46	0.25	1.60E-03	
ERD2	YBL040C	YBL040C	protein retention in ER || HDEL sequence binding || YBL040C || 1084535	-1.23	3.70E-01	0.08				1.38E-01	1.04E-01	0.43	0.26	3.70E-03	
ALP1	YNL270C	YNL270C	basic amino acid transport || basic amino acid transporter activity || YNL270C || 1085315	-1.23	3.70E-01	0.12				5.88E-02	4.15E-02	-0.07	0.23	4.00E-04	
APC1	YNL172W	YNL172W	mitotic sister chromatid segregation* || protein binding* || YNL172W || 1082342	-1.23	3.70E-01	0.18				1.50E-02	9.84E-03	0.35	0.21	0.00E+00	yes
PAF1	YBR279W	YBR279W	RNA elongation from RNA polymerase II promoter* || RNA polymerase II transcription elongation factor activity || YBR279W || 1084702	-1.23	3.71E-01	0.20				9.58E-03	6.30E-03	0.21	0.15	0.00E+00	yes
NPR1	YNL183C	YNL183C	regulation of nitrogen utilization || kinase activity || YNL183C || 1085130	-1.23	3.71E-01	0.10		up		7.57E-02	5.39E-02	0.49	0.25	1.80E-03	
CDH1	YGL003C	YGL003C	mitotic sister chromatid segregation* || enzyme activator activity || YGL003C || 1085755	-1.23	3.71E-01	0.22				5.44E-03	3.66E-03	0.46	0.16	0.00E+00	yes
PRE4	YFR050C	YFR050C	ubiquitin-dependent protein catabolism || endopeptidase activity || YFR050C || 1082511	-1.23	3.72E-01	0.28				1.29E-03	9.31E-04	0.25	0.15	0.00E+00	yes
KIP3	YGL216W	YGL216W	mitotic spindle organization and biogenesis in nucleus* || microtubule motor activity || YGL216W || 1081658	-1.23	3.72E-01	0.10				8.43E-02	6.07E-02	0.36	0.25	2.30E-03	
YNL254C	YNL254C	YNL254C	biological process unknown || molecular function unknown || YNL254C || 1084494	-1.23	3.72E-01	0.12				4.92E-02	3.44E-02	0.28	0.22	2.00E-04	
YGL261C	YGL261C	YGL261C	biological process unknown || molecular function unknown || YGL261C || 1084246	-1.23	3.72E-01	0.08				1.37E-01	1.04E-01	0.14	0.34	1.03E-01	
YCR026C	YCR026C	YCR026C	biological process unknown || molecular function unknown || YCR026C || 1081099	-1.23	3.72E-01	0.09				1.04E-01	7.61E-02	0.16	0.28	1.07E-02	
BYE1	YKL005C	YKL005C	negative regulation of transcription from RNA polymerase II promoter || transcriptional elongation regulator activity || YKL005C || 1086580	-1.23	3.72E-01	0.23				4.72E-03	3.15E-03	0.49	0.19	0.00E+00	yes
DAL2	YIR029W	YIR029W	allantoin catabolism || allantoicase activity || YIR029W || 1083570	-1.23	3.73E-01	0.01				6.98E-01	6.62E-01	0.61	1.09	1.00E+00	
YDR111C	YDR111C	YDR111C	biological process unknown || transaminase activity || YDR111C || 1082817	-1.23	3.73E-01	0.02				5.02E-01	4.52E-01	0.85	0.61	9.67E-01	
PSD2	YGR170W	YGR170W	phosphatidylcholine biosynthesis || phosphatidylserine decarboxylase activity || YGR170W || 1084600	-1.23	3.73E-01	0.17				1.89E-02	1.25E-02	0.17	0.20	0.00E+00	yes
GEM1	YAL048C	YAL048C	vesicle-mediated transport || GTPase activity || YAL048C || 1081510	-1.22	3.74E-01	0.05				2.16E-01	1.71E-01	0.27	0.29	1.87E-02	
YPR064W	YPR064W	YPR064W	|| || YPR064W || 1080987	-1.22	3.74E-01	0.02				5.21E-01	4.72E-01	0.04	0.60	9.60E-01	
YBR016W	YBR016W	YBR016W	response to dessication || molecular function unknown || YBR016W || 1083088	-1.22	3.75E-01	0.08				1.28E-01	9.62E-02	0.37	0.27	6.10E-03	
BUB1	YGR188C	YGR188C	protein amino acid phosphorylation* || protein binding* || YGR188C || 1084472	-1.22	3.76E-01	0.05				2.48E-01	2.00E-01	0.32	0.40	3.32E-01	
GAL1	YBR020W	YBR020W	galactose metabolism || galactokinase activity || YBR020W || 1086889	-1.22	3.76E-01	0.17				1.84E-02	1.21E-02	0.25	0.20	0.00E+00	yes
SKO1	YNL167C	YNL167C	negative regulation of transcription from RNA polymerase II promoter || RNA polymerase II transcription factor activity || YNL167C || 1082082	-1.22	3.77E-01	0.21				7.92E-03	5.26E-03	0.26	0.17	0.00E+00	yes
YHR130C	YHR130C	YHR130C	|| || YHR130C || 1086563	-1.22	3.77E-01	0.10				7.61E-02	5.42E-02	0.57	0.26	2.70E-03	
LSB5	YCL034W	YCL034W	endocytosis* || molecular function unknown || YCL034W || 1083603	-1.21	3.78E-01	0.05				2.54E-01	2.05E-01	0.48	0.32	4.84E-02	
YIL056W	YIL056W	YIL056W	biological process unknown || molecular function unknown || YIL056W || 1082568	-1.21	3.78E-01	0.08				1.31E-01	9.89E-02	0.12	0.29	1.75E-02	
CRZ1	YNL027W	YNL027W	"regulation of transcription, DNA-dependent* || transcription factor activity || YNL027W || 1085889"	-1.21	3.78E-01	0.23				4.54E-03	3.00E-03	0.39	0.17	0.00E+00	yes
COS7	YDL248W	YDL248W	biological process unknown || receptor activity || YDL248W || 1085813	-1.21	3.79E-01	0.04				2.87E-01	2.37E-01	0.00	0.38	2.39E-01	
COX12	YLR038C	YLR038C	cytochrome c oxidase complex assembly || cytochrome-c oxidase activity || YLR038C || 1081759	-1.21	3.79E-01	0.03				3.50E-01	2.98E-01	-0.28	0.46	6.37E-01	
YIL172C	YIL172C	YIL172C	biological process unknown || glucosidase activity || YIL172C || 1086699	-1.21	3.79E-01	0.05				2.22E-01	1.77E-01	-0.01	0.39	2.80E-01	
CSM3	YMR048W	YMR048W	mitotic sister chromatid cohesion* || molecular function unknown || YMR048W || 1081900	-1.21	3.80E-01	0.09				1.03E-01	7.57E-02	0.44	0.29	1.76E-02	
YTA12	YMR089C	YMR089C	protein complex assembly* || ATPase activity* || YMR089C || 1085665	-1.21	3.80E-01	0.09				1.05E-01	7.70E-02	-0.07	0.28	8.50E-03	
PUP2	YGR253C	YGR253C	response to stress* || endopeptidase activity || YGR253C || 1080900	-1.21	3.80E-01	0.15				2.95E-02	1.97E-02	0.54	0.22	2.00E-04	
YBL046W	YBL046W	YBL046W	biological process unknown || molecular function unknown || YBL046W || 1082415	-1.20	3.81E-01	0.17				1.75E-02	1.16E-02	0.48	0.16	0.00E+00	yes
LST4	YKL176C	YKL176C	vesicle-mediated transport* || protein transporter activity || YKL176C || 1082435	-1.20	3.81E-01	0.19				1.30E-02	8.42E-03	0.06	0.17	0.00E+00	yes
YCR082W	YCR082W	YCR082W	biological process unknown || molecular function unknown || YCR082W || 1081285	-1.20	3.81E-01	0.12				5.64E-02	3.98E-02	0.36	0.25	2.30E-03	
GCV3	YAL044C	YAL044C	one-carbon compound metabolism* || glycine dehydrogenase (decarboxylating) activity || YAL044C || 1082836	-1.20	3.81E-01	0.09				9.41E-02	6.84E-02	0.27	0.25	1.50E-03	
HMG2	YLR450W	YLR450W	ergosterol biosynthesis || hydroxymethylglutaryl-CoA reductase (NADPH) activity || YLR450W || 1083531	-1.20	3.83E-01	0.14				3.74E-02	2.54E-02	0.27	0.23	4.00E-04	
ULP2	YIL031W	YIL031W	mitotic spindle checkpoint* || cysteine-type peptidase activity* || YIL031W || 1085732	-1.20	3.83E-01	0.22				5.24E-03	3.51E-03	0.39	0.17	0.00E+00	yes
ICY2	YPL250C	YPL250C	biological process unknown || molecular function unknown || YPL250C || 1081760	-1.20	3.83E-01	0.01				5.44E-01	4.96E-01	0.43	0.71	9.95E-01	
PRP2	YNR011C	YNR011C	"U2-type catalytic spliceosome formation for first transesterification step || RNA splicing factor activity, transesterification mechanism* || YNR011C || 1086413"	-1.20	3.83E-01	0.22				5.92E-03	3.97E-03	0.33	0.17	0.00E+00	yes
NCR1	YPL006W	YPL006W	sphingolipid metabolism || sphingolipid transporter activity || YPL006W || 1085677	-1.20	3.84E-01	0.13				4.85E-02	3.39E-02	0.28	0.21	0.00E+00	yes
YRA2	YKL214C	YKL214C	poly(A)+ mRNA-nucleus export || RNA binding || YKL214C || 1083655	-1.20	3.84E-01	0.22				6.21E-03	4.15E-03	0.28	0.17	0.00E+00	yes
MTG2	YHR168W	YHR168W	protein biosynthesis || GTPase activity* || YHR168W || 1084953	-1.19	3.86E-01	0.07				1.43E-01	1.09E-01	-0.10	0.29	1.86E-02	
CTK2	YJL006C	YJL006C	protein amino acid phosphorylation* || cyclin-dependent protein kinase regulator activity || YJL006C || 1082840	-1.19	3.86E-01	0.12				5.71E-02	4.02E-02	0.51	0.23	5.00E-04	
TAF3	YPL011C	YPL011C	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity || YPL011C || 1086710	-1.19	3.86E-01	0.22				6.65E-03	4.35E-03	0.26	0.17	0.00E+00	yes
SLA2	YNL243W	YNL243W	"cell wall organization and biogenesis* || protein binding, bridging || YNL243W || 1080782"	-1.19	3.86E-01	0.14				3.77E-02	2.56E-02	0.10	0.21	0.00E+00	yes
YPC1	YBR183W	YBR183W	ceramide metabolism || ceramidase activity || YBR183W || 1085195	-1.19	3.87E-01	0.06		up		1.88E-01	1.47E-01	0.47	0.31	3.94E-02	
BUD13	YGL174W	YGL174W	bud site selection || molecular function unknown || YGL174W || 1086270	-1.19	3.87E-01	0.13				4.15E-02	2.83E-02	0.52	0.19	0.00E+00	yes
YLL049W	YLL049W	YLL049W	biological process unknown || molecular function unknown || YLL049W || 1084678	-1.19	3.88E-01	0.09				1.14E-01	8.45E-02	0.75	0.27	6.40E-03	
YML081W	YML081W	YML081W	biological process unknown || molecular function unknown || YML081W || 1083673	-1.18	3.88E-01	0.22				6.16E-03	4.12E-03	0.31	0.17	0.00E+00	yes
PET9	YBL030C	YBL030C	aerobic respiration* || ATP:ADP antiporter activity || YBL030C || 1082255	-1.18	3.89E-01	0.03				3.97E-01	3.45E-01	-0.53	0.49	7.68E-01	
YNL193W	YNL193W	YNL193W	biological process unknown || molecular function unknown || YNL193W || 1085650	-1.18	3.90E-01	0.12				5.21E-02	3.64E-02	0.44	0.19	0.00E+00	yes
APM2	YHL019C	YHL019C	vesicle-mediated transport || clathrin binding || YHL019C || 1081653	-1.18	3.90E-01	0.17				1.70E-02	1.12E-02	0.54	0.18	0.00E+00	yes
GUF1	YLR289W	YLR289W	biological process unknown || GTPase activity || YLR289W || 1083556	-1.18	3.90E-01	0.12				5.73E-02	4.04E-02	-0.23	0.23	5.00E-04	
YKL215C	YKL215C	YKL215C	biological process unknown || molecular function unknown || YKL215C || 1086469	-1.18	3.90E-01	0.07				1.47E-01	1.12E-01	0.29	0.26	2.70E-03	
RDS2	YPL133C	YPL133C	response to xenobiotic stimulus || transcription factor activity || YPL133C || 1083792	-1.18	3.90E-01	0.17				2.00E-02	1.33E-02	0.16	0.17	0.00E+00	yes
RPT3	YDR394W	YDR394W	ubiquitin-dependent protein catabolism || ATPase activity* || YDR394W || 1082562	-1.18	3.90E-01	0.17				2.04E-02	1.36E-02	0.34	0.18	0.00E+00	yes
